job,age,campaign,euribor3m,y
services,42,1,4.86,1
technician,56,1,4.86,0
management,41,1,4.86,0
blue-collar,49,1,4.86,0
admin.,31,1,4.86,0
self-employed,37,1,4.86,0
blue-collar,40,1,4.86,0
blue-collar,43,1,4.86,0
self-employed,48,2,4.86,0
admin.,45,1,4.86,1
technician,49,1,4.86,0
blue-collar,52,1,4.86,0
blue-collar,35,3,4.86,0
technician,52,2,4.86,0
retired,59,1,4.86,0
admin.,34,5,4.86,0
admin.,33,3,4.86,0
services,34,1,4.86,0
blue-collar,33,1,4.86,0
blue-collar,46,2,4.86,0
technician,37,1,4.86,0
entrepreneur,35,1,4.86,0
admin.,41,1,4.86,0
blue-collar,39,1,4.86,0
blue-collar,52,1,4.86,0
entrepreneur,46,1,4.86,0
services,41,1,4.86,0
blue-collar,57,1,4.86,0
admin.,54,3,4.86,0
services,38,3,4.86,1
admin.,48,1,4.86,0
admin.,59,1,4.86,0
blue-collar,42,1,4.86,0
unknown,45,1,4.86,0
housemaid,40,2,4.86,0
admin.,50,3,4.86,0
services,49,1,4.86,0
blue-collar,45,1,4.86,0
self-employed,42,1,4.86,0
services,36,2,4.86,0
blue-collar,41,1,4.86,0
blue-collar,47,1,4.86,0
blue-collar,45,1,4.86,0
blue-collar,44,1,4.86,0
blue-collar,34,1,4.86,0
blue-collar,39,23,4.86,1
admin.,45,1,4.86,0
technician,48,4,4.86,0
blue-collar,31,1,4.86,0
self-employed,45,1,4.86,1
services,36,2,4.86,0
unemployed,40,1,4.86,0
blue-collar,34,3,4.86,0
technician,33,4,4.86,0
admin.,40,1,4.86,0
blue-collar,55,1,4.86,0
management,30,2,4.86,0
admin.,38,1,4.86,0
blue-collar,36,1,4.86,0
admin.,34,1,4.86,0
technician,55,1,4.86,0
admin.,34,1,4.86,0
blue-collar,34,1,4.86,0
services,33,1,4.86,0
unemployed,43,1,4.86,0
admin.,46,5,4.86,0
blue-collar,48,1,4.86,0
management,50,1,4.86,0
entrepreneur,48,1,4.86,0
admin.,39,2,4.86,0
management,30,13,4.86,0
services,27,2,4.86,0
services,31,3,4.86,0
blue-collar,55,2,4.86,0
unknown,42,2,4.86,0
services,35,3,4.86,0
retired,53,2,4.86,0
blue-collar,41,1,4.86,0
blue-collar,36,2,4.86,0
technician,36,7,4.86,0
management,46,1,4.86,0
technician,57,2,4.86,0
services,53,4,4.86,0
blue-collar,36,7,4.86,0
blue-collar,48,4,4.86,0
blue-collar,49,2,4.86,1
self-employed,58,1,4.86,0
unknown,36,3,4.86,0
admin.,34,1,4.86,0
admin.,42,1,4.86,0
blue-collar,41,1,4.86,1
retired,55,1,4.86,0
blue-collar,43,3,4.86,0
technician,59,1,4.86,0
admin.,37,1,4.86,0
unknown,38,1,4.86,0
blue-collar,46,2,4.86,0
technician,52,1,4.86,0
unemployed,53,2,4.86,0
admin.,40,1,4.86,0
unknown,45,1,4.86,0
blue-collar,55,4,4.86,0
management,54,1,4.86,0
housemaid,32,1,4.86,0
admin.,36,1,4.86,0
housemaid,32,1,4.86,0
blue-collar,35,1,4.86,0
services,44,1,4.86,0
services,37,3,4.86,0
blue-collar,38,2,4.86,0
blue-collar,50,3,4.86,0
blue-collar,38,7,4.86,0
self-employed,49,2,4.86,0
admin.,37,10,4.86,0
unknown,46,5,4.86,0
blue-collar,36,3,4.86,0
blue-collar,47,4,4.86,0
blue-collar,33,2,4.86,0
services,31,2,4.86,0
entrepreneur,45,1,4.86,0
blue-collar,36,2,4.86,0
self-employed,49,2,4.86,0
services,39,4,4.86,0
housemaid,34,1,4.86,0
technician,39,2,4.86,0
admin.,26,1,4.86,0
blue-collar,36,2,4.86,0
admin.,31,2,4.86,0
blue-collar,54,2,4.86,0
admin.,39,1,4.86,0
admin.,32,2,4.86,0
technician,43,5,4.86,0
blue-collar,53,3,4.86,0
admin.,28,4,4.86,0
blue-collar,50,2,4.86,0
admin.,44,1,4.86,0
housemaid,45,1,4.86,0
admin.,56,1,4.86,0
unemployed,35,1,4.86,0
housemaid,31,2,4.86,0
management,47,1,4.86,0
admin.,39,2,4.86,0
admin.,35,1,4.86,0
student,24,1,4.86,0
entrepreneur,31,1,4.86,0
entrepreneur,39,9,4.86,0
blue-collar,45,1,4.86,0
blue-collar,39,6,4.86,0
management,60,2,4.86,0
admin.,45,2,4.86,0
technician,35,2,4.86,0
retired,53,5,4.86,0
blue-collar,54,3,4.86,0
services,36,2,4.86,0
services,39,1,4.86,0
admin.,48,1,4.86,0
admin.,32,2,4.86,0
blue-collar,36,1,4.86,0
admin.,42,3,4.86,0
blue-collar,36,1,4.86,0
blue-collar,49,1,4.86,0
admin.,38,1,4.86,0
entrepreneur,34,1,4.86,0
management,34,1,4.86,0
admin.,30,2,4.86,1
technician,36,1,4.86,0
admin.,48,1,4.86,0
management,32,3,4.86,0
admin.,51,1,4.86,0
blue-collar,47,1,4.86,0
technician,43,1,4.86,0
services,29,2,4.86,0
blue-collar,44,3,4.86,0
blue-collar,38,2,4.86,0
retired,59,3,4.86,0
admin.,29,3,4.86,0
unemployed,35,4,4.86,0
blue-collar,36,3,4.86,0
services,33,3,4.86,0
admin.,34,2,4.86,0
blue-collar,25,1,4.86,0
management,48,2,4.86,0
blue-collar,25,1,4.86,0
blue-collar,25,1,4.86,0
self-employed,52,1,4.86,0
blue-collar,34,1,4.86,0
unemployed,27,14,4.86,0
blue-collar,44,1,4.86,0
blue-collar,36,2,4.86,0
blue-collar,40,5,4.86,0
blue-collar,38,3,4.86,0
blue-collar,57,1,4.86,0
unknown,45,1,4.86,0
blue-collar,27,1,4.86,0
blue-collar,31,2,4.86,0
blue-collar,30,1,4.86,0
admin.,31,22,4.86,0
blue-collar,58,10,4.86,0
admin.,40,4,4.86,0
admin.,44,2,4.86,0
management,42,9,4.86,0
student,28,8,4.86,0
blue-collar,47,1,4.86,0
blue-collar,47,1,4.86,0
retired,58,2,4.86,0
services,32,1,4.86,0
services,50,2,4.86,0
technician,53,2,4.86,1
technician,29,2,4.86,0
technician,34,4,4.86,0
technician,35,2,4.86,1
services,32,1,4.86,0
blue-collar,26,1,4.86,0
blue-collar,27,2,4.86,0
technician,47,1,4.86,0
blue-collar,47,2,4.86,0
housemaid,38,4,4.86,0
admin.,41,1,4.86,0
blue-collar,41,1,4.86,0
management,58,2,4.86,0
services,24,2,4.86,0
management,51,2,4.86,1
entrepreneur,26,2,4.86,0
blue-collar,28,5,4.86,0
admin.,49,5,4.86,0
blue-collar,55,5,4.86,0
blue-collar,38,5,4.86,0
blue-collar,50,3,4.86,0
blue-collar,46,2,4.86,0
admin.,35,4,4.86,0
technician,30,2,4.86,0
entrepreneur,39,3,4.86,0
admin.,28,2,4.86,0
blue-collar,46,2,4.86,0
student,38,4,4.86,0
management,34,3,4.86,0
technician,44,2,4.86,0
management,36,6,4.86,0
admin.,40,7,4.86,0
admin.,32,23,4.86,0
admin.,29,1,4.86,0
unemployed,50,2,4.86,0
admin.,53,2,4.86,0
management,46,7,4.86,0
blue-collar,57,3,4.86,0
blue-collar,45,3,4.86,0
admin.,57,4,4.86,0
technician,29,2,4.86,0
blue-collar,32,4,4.86,0
technician,25,8,4.86,0
admin.,43,2,4.86,0
unemployed,26,8,4.86,0
admin.,34,2,4.86,0
blue-collar,33,6,4.86,1
technician,37,5,4.86,0
technician,34,2,4.86,0
admin.,53,1,4.86,0
technician,28,2,4.86,0
blue-collar,48,2,4.86,0
blue-collar,36,4,4.86,0
admin.,54,2,4.86,0
technician,44,5,4.86,0
services,44,2,4.86,1
management,56,3,4.86,0
unemployed,35,25,4.86,0
blue-collar,37,2,4.86,0
admin.,43,10,4.86,0
self-employed,31,4,4.86,0
student,31,5,4.86,0
blue-collar,31,2,4.86,0
technician,38,2,4.86,0
blue-collar,40,4,4.86,0
services,44,2,4.86,0
admin.,36,1,4.86,0
admin.,49,3,4.86,0
admin.,30,2,4.86,0
technician,28,1,4.86,0
technician,48,7,4.86,0
self-employed,35,1,4.86,0
blue-collar,50,3,4.86,1
management,49,3,4.86,0
self-employed,50,2,4.86,0
technician,29,4,4.86,0
blue-collar,29,1,4.86,0
entrepreneur,60,3,4.86,0
entrepreneur,41,13,4.86,0
admin.,46,2,4.86,0
retired,54,6,4.86,0
blue-collar,49,3,4.86,0
admin.,41,7,4.86,0
unemployed,26,7,4.86,0
admin.,43,2,4.86,0
services,40,7,4.86,0
management,35,2,4.86,0
admin.,34,2,4.86,0
admin.,36,2,4.86,0
blue-collar,50,2,4.86,0
technician,45,6,4.86,0
technician,49,2,4.86,0
admin.,59,4,4.86,0
blue-collar,35,3,4.86,0
blue-collar,41,7,4.86,0
blue-collar,34,4,4.86,0
blue-collar,56,2,4.86,0
management,37,6,4.86,0
blue-collar,46,9,4.86,0
retired,50,4,4.86,0
admin.,46,4,4.86,0
blue-collar,39,5,4.86,0
technician,27,2,4.86,0
technician,59,16,4.86,0
blue-collar,55,6,4.86,0
admin.,36,3,4.86,0
management,57,4,4.86,0
retired,58,2,4.86,0
services,36,4,4.86,0
blue-collar,42,3,4.86,0
technician,37,4,4.86,0
services,34,4,4.86,0
admin.,32,3,4.86,0
technician,40,12,4.86,0
blue-collar,48,4,4.86,0
blue-collar,56,5,4.86,0
admin.,25,3,4.86,0
blue-collar,36,6,4.86,0
entrepreneur,48,8,4.86,0
student,28,2,4.86,0
unemployed,55,4,4.86,0
blue-collar,31,3,4.86,0
retired,57,4,4.86,0
technician,42,6,4.86,0
admin.,44,4,4.86,0
admin.,30,4,4.86,1
blue-collar,30,3,4.86,0
technician,37,2,4.86,0
blue-collar,45,11,4.86,0
blue-collar,35,2,4.86,0
management,43,5,4.86,0
services,32,3,4.86,0
blue-collar,47,7,4.86,0
services,31,12,4.86,0
blue-collar,49,5,4.86,0
admin.,36,2,4.86,0
blue-collar,40,2,4.86,0
services,47,2,4.86,0
unemployed,29,1,4.86,0
self-employed,58,2,4.86,0
blue-collar,37,4,4.86,0
blue-collar,33,2,4.859,0
self-employed,36,2,4.859,0
unemployed,46,3,4.859,0
services,37,2,4.859,0
entrepreneur,33,3,4.859,0
entrepreneur,32,3,4.859,0
admin.,36,2,4.859,0
blue-collar,28,4,4.859,0
technician,35,2,4.859,0
entrepreneur,47,3,4.859,0
blue-collar,31,17,4.859,0
blue-collar,51,1,4.859,0
admin.,51,1,4.859,0
blue-collar,34,6,4.859,0
admin.,42,1,4.859,0
technician,39,1,4.859,0
services,32,4,4.859,0
unemployed,46,15,4.859,0
services,37,1,4.859,0
entrepreneur,45,1,4.859,1
self-employed,30,1,4.859,0
management,58,1,4.859,0
services,38,1,4.859,0
admin.,35,1,4.859,1
technician,32,1,4.859,0
services,25,1,4.859,0
technician,56,1,4.859,0
unemployed,41,4,4.859,0
admin.,39,3,4.859,0
services,40,1,4.859,0
management,48,1,4.859,0
blue-collar,53,1,4.859,0
admin.,38,1,4.859,0
technician,42,3,4.859,0
blue-collar,37,1,4.859,0
admin.,26,2,4.859,0
management,50,3,4.859,0
management,50,1,4.859,0
services,46,1,4.859,0
admin.,39,1,4.859,0
technician,53,1,4.859,0
management,57,1,4.859,0
blue-collar,29,1,4.859,1
admin.,35,1,4.859,0
management,44,1,4.859,1
admin.,46,1,4.859,0
retired,57,4,4.859,0
admin.,41,1,4.859,0
blue-collar,31,1,4.859,1
admin.,27,2,4.859,0
blue-collar,47,1,4.859,0
admin.,43,6,4.859,0
blue-collar,56,1,4.859,1
blue-collar,51,2,4.859,0
technician,45,3,4.859,1
admin.,35,1,4.859,0
retired,59,2,4.859,0
self-employed,38,1,4.859,0
technician,41,1,4.859,0
blue-collar,29,1,4.859,0
housemaid,50,1,4.859,0
admin.,35,1,4.859,0
housemaid,25,4,4.859,0
management,44,1,4.859,0
services,28,1,4.859,0
admin.,45,2,4.859,0
admin.,39,1,4.859,0
admin.,28,1,4.859,0
admin.,42,1,4.859,0
blue-collar,59,1,4.859,0
blue-collar,49,1,4.859,0
student,24,1,4.859,0
admin.,49,4,4.859,0
admin.,34,1,4.859,0
blue-collar,39,1,4.859,0
admin.,41,2,4.859,0
technician,48,1,4.859,0
blue-collar,39,7,4.859,0
blue-collar,41,3,4.859,0
admin.,48,2,4.859,0
management,52,2,4.859,0
technician,35,1,4.859,0
blue-collar,56,1,4.859,0
blue-collar,54,1,4.859,0
entrepreneur,60,1,4.859,0
technician,34,1,4.859,0
blue-collar,26,1,4.859,1
blue-collar,39,1,4.859,0
housemaid,29,1,4.859,0
technician,38,1,4.859,0
housemaid,35,1,4.859,0
blue-collar,32,1,4.859,0
blue-collar,47,1,4.859,0
blue-collar,50,1,4.859,0
services,24,1,4.859,0
blue-collar,53,2,4.859,0
blue-collar,34,1,4.859,0
retired,57,2,4.859,0
student,26,5,4.859,0
technician,52,1,4.859,0
admin.,40,1,4.859,0
management,28,1,4.859,0
blue-collar,30,1,4.859,0
technician,37,1,4.859,0
technician,45,1,4.859,0
blue-collar,26,2,4.859,0
entrepreneur,40,1,4.859,1
blue-collar,44,4,4.859,0
blue-collar,56,1,4.859,0
management,57,1,4.859,0
services,33,2,4.859,0
admin.,35,1,4.859,0
management,52,1,4.859,0
technician,48,3,4.859,0
technician,44,1,4.859,0
blue-collar,52,2,4.859,0
technician,48,1,4.859,0
blue-collar,43,8,4.859,0
admin.,39,1,4.859,0
services,46,1,4.859,0
blue-collar,50,1,4.859,0
admin.,37,6,4.859,0
entrepreneur,29,2,4.859,0
technician,40,1,4.859,0
blue-collar,31,1,4.859,0
services,36,1,4.859,0
blue-collar,25,1,4.859,0
blue-collar,33,1,4.859,0
admin.,32,2,4.859,0
services,52,1,4.859,0
self-employed,52,22,4.859,0
entrepreneur,30,1,4.859,0
admin.,28,1,4.859,0
blue-collar,42,2,4.859,0
management,41,4,4.859,0
services,35,2,4.859,0
blue-collar,59,1,4.859,0
blue-collar,34,1,4.859,0
management,42,1,4.859,0
admin.,49,1,4.859,1
management,39,1,4.859,0
services,24,1,4.859,0
unemployed,53,1,4.859,0
admin.,29,4,4.859,0
blue-collar,26,1,4.859,0
blue-collar,53,1,4.859,0
admin.,35,3,4.859,0
services,32,1,4.859,0
management,37,1,4.859,0
entrepreneur,36,17,4.859,0
blue-collar,32,1,4.859,0
admin.,33,1,4.859,0
services,27,1,4.859,0
admin.,28,3,4.859,0
housemaid,41,2,4.859,0
admin.,26,2,4.859,1
blue-collar,40,1,4.859,0
retired,56,2,4.859,0
admin.,33,1,4.859,0
admin.,58,2,4.859,0
admin.,36,2,4.859,0
blue-collar,49,1,4.859,0
retired,59,1,4.859,0
blue-collar,37,3,4.859,1
blue-collar,29,2,4.859,0
services,32,1,4.859,0
blue-collar,53,1,4.859,0
technician,48,3,4.859,0
blue-collar,56,1,4.859,0
services,37,2,4.859,0
self-employed,43,1,4.859,0
admin.,37,1,4.859,1
blue-collar,46,1,4.859,0
blue-collar,28,2,4.859,0
housemaid,44,1,4.859,0
blue-collar,38,1,4.859,1
admin.,31,3,4.859,0
blue-collar,31,4,4.859,0
technician,36,1,4.859,0
admin.,51,1,4.859,0
technician,29,3,4.859,0
admin.,28,1,4.859,0
self-employed,49,2,4.859,0
technician,30,8,4.859,0
services,36,2,4.859,0
blue-collar,36,1,4.859,0
blue-collar,57,2,4.859,0
blue-collar,40,1,4.859,0
blue-collar,52,2,4.859,0
blue-collar,29,2,4.859,0
management,45,2,4.859,0
retired,55,1,4.859,0
management,52,1,4.859,0
admin.,24,2,4.859,0
blue-collar,44,2,4.859,0
services,46,3,4.859,0
student,25,4,4.859,0
blue-collar,33,3,4.859,0
services,29,4,4.859,0
admin.,44,2,4.859,0
blue-collar,41,2,4.859,0
technician,50,2,4.859,0
blue-collar,41,2,4.859,0
admin.,48,1,4.859,0
services,26,4,4.859,0
unknown,48,2,4.859,0
blue-collar,47,1,4.859,0
admin.,36,1,4.859,0
technician,54,4,4.859,0
admin.,26,1,4.859,0
technician,35,1,4.859,0
services,54,1,4.859,0
services,51,1,4.859,1
technician,28,2,4.859,0
services,52,11,4.859,0
admin.,31,4,4.859,0
services,28,2,4.859,0
blue-collar,32,2,4.859,0
admin.,46,1,4.859,1
admin.,38,2,4.859,0
blue-collar,36,3,4.859,0
admin.,31,2,4.859,0
management,38,2,4.859,0
admin.,35,14,4.859,0
housemaid,39,11,4.859,0
housemaid,31,1,4.859,0
self-employed,39,1,4.859,0
housemaid,36,1,4.859,0
services,29,1,4.859,0
management,37,4,4.859,0
blue-collar,28,3,4.859,0
management,41,1,4.859,0
services,38,1,4.859,0
technician,31,1,4.859,0
blue-collar,50,1,4.859,0
admin.,36,1,4.859,0
management,40,3,4.859,0
admin.,37,1,4.859,0
unemployed,28,1,4.859,0
services,50,1,4.859,0
housemaid,38,1,4.859,0
blue-collar,43,1,4.859,0
technician,37,1,4.859,0
blue-collar,47,3,4.859,0
technician,52,1,4.859,0
admin.,30,1,4.859,0
admin.,33,1,4.859,0
blue-collar,43,2,4.859,0
technician,52,7,4.859,0
blue-collar,44,3,4.859,0
management,48,23,4.859,0
admin.,40,18,4.859,0
student,35,1,4.859,1
management,56,3,4.859,0
technician,53,2,4.859,0
blue-collar,33,2,4.859,0
retired,54,2,4.859,0
technician,35,8,4.859,0
services,33,1,4.859,0
services,36,2,4.859,0
housemaid,41,1,4.859,0
blue-collar,48,2,4.859,0
admin.,35,4,4.859,0
admin.,42,15,4.859,0
admin.,35,9,4.859,0
admin.,34,1,4.859,0
management,29,2,4.859,0
admin.,32,1,4.859,0
blue-collar,31,1,4.859,0
blue-collar,46,2,4.859,0
blue-collar,25,2,4.859,0
admin.,28,3,4.859,0
technician,48,5,4.859,0
retired,42,1,4.859,0
technician,32,17,4.859,0
admin.,30,2,4.859,0
services,32,4,4.859,0
services,28,2,4.859,0
blue-collar,28,2,4.859,0
blue-collar,40,3,4.859,0
blue-collar,46,2,4.859,0
entrepreneur,38,2,4.859,0
blue-collar,47,2,4.859,0
services,37,3,4.859,0
technician,55,7,4.859,0
admin.,28,3,4.859,0
blue-collar,43,4,4.859,0
unknown,56,15,4.859,0
management,33,11,4.859,0
blue-collar,33,4,4.859,0
admin.,35,2,4.859,0
blue-collar,41,2,4.859,0
entrepreneur,59,2,4.859,0
services,29,5,4.859,0
self-employed,30,2,4.859,0
admin.,39,16,4.859,0
retired,51,3,4.859,0
blue-collar,34,4,4.859,0
technician,31,4,4.859,0
blue-collar,36,4,4.859,0
technician,46,2,4.859,0
technician,31,3,4.859,0
technician,37,3,4.859,0
self-employed,30,8,4.859,0
admin.,47,2,4.859,0
blue-collar,41,3,4.859,0
services,27,5,4.859,0
blue-collar,27,2,4.859,0
blue-collar,39,2,4.859,0
services,32,5,4.859,0
blue-collar,42,3,4.859,0
services,37,3,4.859,0
blue-collar,41,6,4.859,0
blue-collar,51,3,4.859,0
technician,48,3,4.859,0
technician,36,3,4.859,0
management,50,6,4.859,0
admin.,25,2,4.859,0
blue-collar,49,3,4.859,0
self-employed,44,2,4.859,0
entrepreneur,52,5,4.859,0
self-employed,33,2,4.859,0
admin.,48,3,4.859,0
blue-collar,42,9,4.859,0
management,35,10,4.859,0
management,45,3,4.859,0
admin.,28,2,4.859,0
entrepreneur,56,2,4.859,0
retired,60,3,4.859,0
admin.,37,2,4.859,0
entrepreneur,38,5,4.859,0
self-employed,41,4,4.859,0
services,57,5,4.859,1
services,23,3,4.859,0
admin.,33,2,4.859,0
blue-collar,48,2,4.859,0
technician,38,4,4.859,0
blue-collar,32,2,4.859,0
management,31,7,4.859,0
blue-collar,43,3,4.859,0
management,44,3,4.859,0
admin.,44,6,4.859,0
services,33,2,4.859,0
admin.,36,2,4.859,0
technician,47,6,4.859,0
admin.,30,4,4.859,0
blue-collar,34,19,4.859,0
admin.,28,2,4.859,0
blue-collar,46,4,4.859,0
blue-collar,32,2,4.859,0
retired,36,20,4.859,0
student,24,3,4.859,0
blue-collar,35,3,4.859,0
admin.,31,2,4.859,0
admin.,51,6,4.859,0
admin.,33,2,4.859,0
services,28,2,4.859,0
blue-collar,43,6,4.859,0
blue-collar,43,3,4.859,0
self-employed,33,3,4.859,0
services,31,5,4.859,0
admin.,39,4,4.859,0
self-employed,52,3,4.859,0
student,24,7,4.859,0
admin.,30,4,4.859,0
blue-collar,28,4,4.859,1
blue-collar,28,7,4.859,0
technician,41,5,4.859,0
blue-collar,39,4,4.859,0
technician,37,3,4.859,0
blue-collar,51,4,4.859,0
management,50,4,4.858,0
technician,53,2,4.858,0
technician,53,3,4.858,0
blue-collar,52,19,4.858,0
services,33,4,4.858,0
self-employed,36,6,4.858,0
blue-collar,41,2,4.858,0
admin.,43,2,4.858,0
self-employed,39,4,4.858,0
technician,43,2,4.858,0
blue-collar,56,2,4.858,0
admin.,52,2,4.858,0
technician,36,2,4.858,0
self-employed,35,3,4.858,0
services,30,2,4.858,0
management,30,5,4.858,0
housemaid,36,3,4.858,0
admin.,38,2,4.858,0
blue-collar,38,2,4.858,0
entrepreneur,39,2,4.858,0
management,34,4,4.858,0
unknown,35,6,4.858,0
retired,59,1,4.858,0
blue-collar,32,1,4.858,0
blue-collar,37,1,4.858,0
self-employed,52,1,4.858,0
technician,29,1,4.858,0
blue-collar,44,7,4.858,0
blue-collar,41,5,4.858,0
services,37,2,4.858,0
admin.,46,3,4.858,0
services,49,1,4.858,0
admin.,46,3,4.858,0
admin.,40,4,4.858,0
student,32,1,4.858,0
self-employed,40,2,4.858,0
technician,28,1,4.858,0
blue-collar,40,1,4.858,0
admin.,32,1,4.858,0
management,47,1,4.858,0
blue-collar,38,1,4.858,0
management,32,2,4.858,0
admin.,34,1,4.858,0
technician,53,1,4.858,0
technician,36,3,4.858,0
entrepreneur,45,2,4.858,0
management,47,1,4.858,1
blue-collar,44,1,4.858,0
blue-collar,44,1,4.858,0
admin.,37,1,4.858,0
services,47,6,4.858,0
retired,58,4,4.858,0
services,28,1,4.858,0
technician,46,3,4.858,0
admin.,48,1,4.858,0
blue-collar,41,2,4.858,0
blue-collar,32,2,4.858,0
technician,48,1,4.858,0
management,49,1,4.858,0
services,27,2,4.858,0
blue-collar,55,1,4.858,0
admin.,46,3,4.858,0
technician,47,1,4.858,0
admin.,42,1,4.858,0
blue-collar,51,1,4.858,0
retired,57,1,4.858,0
services,32,1,4.858,0
blue-collar,54,1,4.858,0
admin.,33,1,4.858,0
blue-collar,50,1,4.858,0
services,45,1,4.858,0
services,49,2,4.858,0
management,47,6,4.858,0
services,45,1,4.858,0
technician,36,2,4.858,0
blue-collar,38,1,4.858,0
self-employed,30,1,4.858,0
management,41,1,4.858,0
technician,31,1,4.858,0
blue-collar,35,1,4.858,0
technician,36,3,4.858,0
services,51,2,4.858,0
management,41,2,4.858,0
blue-collar,37,1,4.858,0
management,36,2,4.858,0
student,35,1,4.858,0
technician,57,2,4.858,1
admin.,28,1,4.858,0
housemaid,54,2,4.858,0
admin.,38,2,4.858,0
management,52,3,4.858,0
blue-collar,43,1,4.858,0
student,30,1,4.858,0
blue-collar,51,4,4.858,0
technician,31,1,4.858,0
blue-collar,45,2,4.858,1
blue-collar,42,1,4.858,0
blue-collar,37,1,4.858,0
blue-collar,49,12,4.858,0
blue-collar,34,3,4.858,0
services,50,4,4.858,0
services,47,1,4.858,0
unknown,44,1,4.858,0
blue-collar,42,1,4.858,0
blue-collar,31,1,4.858,0
management,52,1,4.858,0
housemaid,56,2,4.858,0
blue-collar,36,1,4.858,0
admin.,45,1,4.858,0
self-employed,31,1,4.858,0
housemaid,39,1,4.858,0
blue-collar,45,2,4.858,0
self-employed,46,3,4.858,0
blue-collar,32,1,4.858,0
management,29,2,4.858,0
blue-collar,41,1,4.858,0
admin.,35,1,4.858,0
services,29,3,4.858,0
admin.,34,1,4.858,0
blue-collar,31,3,4.858,0
technician,36,2,4.858,0
technician,41,5,4.858,0
retired,59,2,4.858,0
unemployed,45,1,4.858,0
blue-collar,31,2,4.858,0
services,25,2,4.858,0
management,38,1,4.858,0
blue-collar,32,1,4.858,0
admin.,33,2,4.858,0
self-employed,35,4,4.858,0
blue-collar,37,1,4.858,0
technician,47,1,4.858,0
blue-collar,28,1,4.858,0
admin.,36,1,4.858,0
admin.,32,1,4.858,0
blue-collar,36,1,4.858,0
blue-collar,51,1,4.858,0
admin.,32,1,4.858,0
unemployed,50,1,4.858,0
services,48,2,4.858,0
admin.,32,3,4.858,0
blue-collar,48,1,4.858,1
technician,52,1,4.858,0
blue-collar,30,2,4.858,0
blue-collar,36,3,4.858,0
admin.,48,2,4.858,0
blue-collar,25,9,4.858,0
admin.,28,4,4.858,0
self-employed,28,2,4.858,0
blue-collar,34,2,4.858,0
admin.,39,2,4.858,0
services,42,2,4.858,0
retired,57,12,4.858,0
admin.,44,2,4.858,0
admin.,28,4,4.858,0
self-employed,25,1,4.858,0
housemaid,29,3,4.858,0
services,28,4,4.858,1
admin.,41,1,4.858,0
self-employed,28,1,4.858,0
admin.,32,1,4.858,0
blue-collar,49,1,4.858,0
technician,59,1,4.858,0
admin.,55,14,4.858,0
management,43,3,4.858,0
retired,58,3,4.858,0
blue-collar,54,3,4.858,0
blue-collar,25,1,4.858,0
technician,24,4,4.858,0
self-employed,53,3,4.858,0
admin.,36,3,4.858,0
housemaid,49,1,4.858,0
entrepreneur,44,1,4.858,0
blue-collar,51,1,4.858,0
housemaid,37,1,4.858,0
blue-collar,41,1,4.858,0
blue-collar,40,2,4.858,0
services,35,2,4.858,0
services,24,1,4.858,0
technician,34,1,4.858,0
blue-collar,30,1,4.858,0
services,48,4,4.858,0
blue-collar,27,3,4.858,0
admin.,40,1,4.858,0
admin.,40,7,4.858,0
admin.,48,1,4.858,0
admin.,35,1,4.858,0
admin.,26,1,4.858,0
admin.,33,1,4.858,0
services,29,1,4.858,0
blue-collar,45,1,4.858,0
admin.,35,6,4.858,0
blue-collar,32,1,4.858,0
blue-collar,34,1,4.858,0
services,33,2,4.858,0
blue-collar,37,1,4.858,0
admin.,29,1,4.858,0
student,27,1,4.858,0
services,43,4,4.858,0
blue-collar,47,1,4.858,0
housemaid,32,1,4.858,0
unemployed,33,3,4.858,0
unemployed,26,2,4.858,0
blue-collar,39,3,4.858,0
blue-collar,38,3,4.858,0
blue-collar,48,2,4.858,0
entrepreneur,42,1,4.858,0
blue-collar,35,2,4.858,0
blue-collar,42,2,4.858,0
blue-collar,36,5,4.858,0
blue-collar,28,1,4.858,0
technician,32,3,4.858,0
blue-collar,28,1,4.858,0
blue-collar,41,1,4.858,0
admin.,32,56,4.858,0
blue-collar,42,1,4.858,0
technician,29,1,4.858,0
services,38,3,4.858,1
services,22,1,4.858,0
blue-collar,34,1,4.858,0
blue-collar,31,6,4.858,0
entrepreneur,52,39,4.858,0
services,55,3,4.858,0
services,24,2,4.858,0
admin.,46,5,4.858,0
admin.,31,5,4.858,0
admin.,34,2,4.858,0
entrepreneur,45,9,4.858,0
blue-collar,45,3,4.858,0
technician,39,11,4.858,0
technician,29,1,4.858,0
technician,44,5,4.858,0
technician,29,1,4.858,0
technician,32,3,4.858,0
technician,32,2,4.858,0
technician,48,3,4.858,0
technician,29,1,4.858,0
blue-collar,32,2,4.858,0
blue-collar,38,2,4.858,0
unemployed,28,3,4.858,0
blue-collar,46,2,4.858,0
management,46,4,4.858,0
admin.,27,2,4.858,0
blue-collar,26,2,4.858,0
blue-collar,33,2,4.858,0
management,28,3,4.858,0
management,52,35,4.858,0
admin.,35,13,4.858,0
blue-collar,33,3,4.858,0
blue-collar,46,5,4.858,0
services,26,2,4.858,0
services,39,2,4.858,0
admin.,47,2,4.858,0
blue-collar,26,2,4.858,0
blue-collar,34,2,4.858,0
admin.,24,6,4.858,0
technician,31,6,4.858,0
admin.,26,2,4.858,0
admin.,31,2,4.858,0
blue-collar,34,2,4.858,1
admin.,60,2,4.858,0
